indice;empresa;complejo;planta;tag;descripcion;fabricante;modelo;tipodebomba;capacidad;presiondesuccion;presiondedescarga;presiondiferencial;npsha;nombredelfluido;temperaturadeoperacion;presiondevapor;temperaturapresionvapor;densidadrelativa;viscosidad;temperaturaviscosidad;viscosidadmax;corrosivo;peligroso;inflamable;concentraciondeh2s;concentraciondecloroppm;numerodecurva;velocidad;potenciamaxima;eficiencia;npshr;cabezaltotal;numerodeetapas;diametrointernodelasuccion;diametrointernodeladescarga;tipodebombaconstruccion;conexiondesuccion;tamanoratingsuccion;conexiondedescarga;tamanoratingdescarga;carcasadividida;tipodecarcasa;modeloconstruccion;fabricantesello;potencia;velocidadmotor;posiciondelmotor;factordeservicio;voltaje;fase;frecuencia;aislamiento;metododearranque;elevaciondedelasuccion;materialdelatuberia;longirtuddetuberia;numerodecodosde90;numerodecodosde90radiolargo;numerodecodosde90roscados;numerodecodosde45;numerodecodosde45roscados;numerodecodosde180;numerodevalvulasdecompuerta;numerodevalvulasdemariposade2y8;numerodevalvulasdemariposade10y14;numerodevalvulasdemariposade16y24;numerodeconexionestipotflujodirecto;numerodeconexionestipotflujoramal;numerodecontraccionesenlalinea;numerodeexpansiones;
1;PQV;AMC;Servicios Industriales;03P-01A;MOTO BOMBA CALDERA 03;Combustion Engineering;0;Centrifuga;244,16;406,79;11211,289;0;0;Agua;276;0;0;0;0;0;0;0;0;0;0;0;50518;3500;937;80;0;2773;8;26;25,7;0;0;0;0;0;0;0;0;0;900;3600;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
2;PQV;AMC;Servicios Industriales;03P-01B;TURBO BOMBA CALDERA 03;Combustion Engineering;0;Centrifuga;244,16;406,79;11211,289;0;0;Agua;276;0;0;0;0;0;0;0;0;0;0;0;50518;3500;937;80;0;2773;8;26;25,7;0;0;0;0;0;0;0;0;0;900;3600;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
3;PQV;AMC;Servicios Industriales;04P-01A;MOTO BOMBA CALDERA 04;Combustion Engineering;0;Centrifuga;244,16;406,79;11211,289;0;0;Agua;276;0;0;0;0;0;0;0;0;0;0;0;50518;3500;937;80;0;2773;8;26;25,7;0;0;0;0;0;0;0;0;0;900;3600;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
4;PQV;AMC;Servicios Industriales;04P-01B;TURBO BOMBA CALDERA 04;Combustion Engineering;0;Centrifuga;244,16;406,79;11211,289;0;0;Agua;276;0;0;0;0;0;0;0;0;0;0;0;50518;3500;937;80;0;2773;8;26;25,7;0;0;0;0;0;0;0;0;0;900;3600;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;
5;PQV;AMC;Servicios Industriales;14P-01A;MOTO BOMBA CALDERA 14;Zurn Industries;3600;Centrifuga;149,9;565,4;6729,3;6226;7,6;Agua;273,2;303,36;134;0,9313;0,206;0;0,2425;erosivo;0;0;NO;0,18;4818-2;3560;464,8;75;4,7;681,8;8;21,9;19,05;BB3;6;900;3;900;axial;(VolutaMultiple/EntreCojinetes);TSCS - 0230;JHON CRANE;0;3600;Horizonal;1.5;4160;3;60;F;DIRECTO;1.5;;;;;;;;;;;;;;;;
6;PQV;AMC;Servicios Industriales;14P-01B;TURBO BOMBA CALDERA 14;Zurn Industries;3600;Centrifuga;149,9;565,5;6729,4;6226;7,6;Agua;273,2;303,4;134;0,9313;0,206;0;0,2425;erosivo;0;0;NO;0,18;4818-2;3560;464,8;75;4,7;681,8;8;21,9;19,05;BB3;6;900;3;900;axial;(VolutaMultiple/EntreCojinetes);TSCS - 0230;JHON CRANE;0;3600;Horizonal;1.5;4160;3;60;F;DIRECTO;1.5;;;;;;;;;;;;;;;;
7;PQV;AMC;Servicios Industriales;15P-01A;MOTO BOMBA CALDERA 15;Zurn Industries;3600;Centrifuga;149,9;565,6;6729,5;6226;7,6;Agua;273,2;303,4;134;0,9313;0,206;0;0,2425;erosivo;0;0;NO;0,18;4818-2;3560;464,8;75;4,7;681,8;8;21,9;19,05;BB3;6;900;3;900;axial;(VolutaMultiple/EntreCojinetes);TSCS - 0230;JHON CRANE;0;3600;Horizonal;1.5;4160;3;60;F;DIRECTO;1.5;;;;;;;;;;;;;;;;
8;PQV;AMC;Servicios Industriales;15P-01B;TURBO BOMBA CALDERA 15;Zurn Industries;3600;Centrifuga;149,9;565,7;6729,6;6226;7,6;Agua;273,2;303,4;134;0,9313;0,206;0;0,2425;erosivo;0;0;NO;0,18;4818-2;3560;464,8;75;4,7;681,8;8;21,9;19,05;BB3;6;900;3;900;axial;(VolutaMultiple/EntreCojinetes);TSCS - 0230;JHON CRANE;0;3600;Horizonal;1.5;4160;3;60;F;DIRECTO;1.5;;;;;;;;;;;;;;;;
9;PQV;AMC;Servicios Industriales;16P-01A;MOTO BOMBA CALDERA 16;Zurn Industries;3600;Centrifuga;149,9;565,37;6729,28;6225,97;7,62;Agua;273;303,07;273;0,9313;0,206;0;0,2425;erosivo;0;0;NO;0,18;4818-2;3560;449;78;4,7;681,8;8;21,9;19,05;BB3;6;900;4;900;axial;(EntreCojinetes);standard;JHON CRANE;600;3600;Horizonal;1;4160;3;60;F;DIRECTO;1.5;;;;;;;;;;;;;;;;
10;PQV;AMC;Servicios Industriales;16P-01B;TURBO BOMBA CALDERA 16;Zurn Industries;3600;Centrifuga;149,9;565,37;6729,28;6225,97;7,62;Agua;273;303,07;273;0,9313;0,206;0;0,2425;erosivo;0;0;NO;0,18;4818-2;3560;449;78;4,7;681,8;8;21,9;19,05;BB3;6;900;4;900;axial;(EntreCojinetes);standard;JHON CRANE;600;3600;Horizonal;1;4160;3;60;F;DIRECTO;1.5;;;;;;;;;;;;;;;;
11;PQV;AMC;Servicios Industriales;17P-01A;MOTO BOMBA CALDERA 17;Zurn Industries;3600;Centrifuga;149,9;565,37;6729,28;6225,97;7,62;Agua;273;303,07;273;0,9313;0,206;0;0,2425;erosivo;0;0;NO;0,18;4818-2;3560;449;78;4,7;681,8;8;21,9;19,05;BB3;6;900;4;900;axial;(EntreCojinetes);standard;JHON CRANE;600;3600;Horizonal;1;4160;3;60;F;DIRECTO;1.5;;;;;;;;;;;;;;;;
12;PQV;AMC;Servicios Industriales;17P-01B;TURBO BOMBA CALDERA 17;Zurn Industries;3600;Centrifuga;149,9;565,37;6729,28;6225,97;7,62;Agua;273;303,07;273;0,9313;0,206;0;0,2425;erosivo;0;0;NO;0,18;4818-2;3560;449;78;4,7;681,8;8;21,9;19,05;BB3;6;900;4;900;axial;(EntreCojinetes);standard;JHON CRANE;600;3600;Horizonal;1;4160;3;60;F;DIRECTO;1.5;;;;;;;;;;;;;;;;
13;PQV;AMC;Servicios Industriales;09P-01A;MOTO BOMBA CALDERA 09;Distral termica;5K511SN198M;Centrifuga;113,562;243,38;5414,45;5240,02;5,79;Agua;277;273,72;0;0;1,06;0;0;erosivo;0;0;0;0;89T19-A;3550;302,3;73,4;4,27;572,8;6;25,71;24,98;0;6;900;3;600;axial;(EntreCojinetes);series 71;L.C;350;3600;vertical;1.6;4160;3;60;F;DIRECTO;;;;;;;;;;;;;;;;;
14;PQV;AMC;Servicios Industriales;09P-01B;TURBO BOMBA CALDERA 09;Distral termica;5K511SN198M;Centrifuga;113,562;243,38;5414,45;5240,02;5,79;Agua;277;273,72;0;0;1,06;0;0;erosivo;0;0;0;0;89T23-A;3550;302,3;73,4;4,27;572,8;6;25,71;24,98;0;6;900;3;600;axial;(EntreCojinetes);series 71;L.C;350;3600;vertical;1.7;4160;3;60;F;DIRECTO;;;;;;;;;;;;;;;;;
15;PQV;AMC;Servicios Industriales;10P-01A;MOTO BOMBA CALDERA 10;Distral termica;5K511SN198M;Centrifuga;113,562;243,38;5414,45;5240,02;5,79;Agua;277;273,72;0;0;1,06;0;0;erosivo;0;0;0;0;89T20-A;3550;302,3;73,4;4,27;572,8;6;25,71;24,98;0;6;900;3;600;axial;(EntreCojinetes);series 71;L.C;350;3600;vertical;1.8;4160;3;60;F;DIRECTO;;;;;;;;;;;;;;;;;
16;PQV;AMC;Servicios Industriales;10P-01B;TURBO BOMBA CALDERA 10;Distral termica;5K511SN198M;Centrifuga;113,562;243,38;5414,45;5240,02;5,79;Agua;277;273,72;0;0;1,06;0;0;erosivo;0;0;0;0;89T24-A;3550;302,3;73,4;4,27;572,8;6;25,71;24,98;0;6;900;3;600;axial;(EntreCojinetes);series 71;L.C;350;3600;vertical;1.9;4160;3;60;F;DIRECTO;;;;;;;;;;;;;;;;;
17;PQV;AMC;Servicios Industriales;11P-01A;MOTO BOMBA CALDERA 11;Distral termica;5K511SN198M;Centrifuga;113,562;243,38;5414,45;5240,02;5,79;Agua;277;273,72;0;0;1,06;0;0;erosivo;0;0;0;0;89T21-A;3550;302,3;73,4;4,27;572,8;6;25,71;24,98;0;6;900;3;600;axial;(EntreCojinetes);series 71;L.C;350;3600;vertical;1.10;4160;3;60;F;DIRECTO;;;;;;;;;;;;;;;;;
18;PQV;AMC;Servicios Industriales;11P-01B;TURBO BOMBA CALDERA 11;Distral termica;5K511SN198M;Centrifuga;113,562;243,38;5414,45;5240,02;5,79;Agua;277;273,72;0;0;1,06;0;0;erosivo;0;0;0;0;89T25-A;3550;302,3;73,4;4,27;572,8;6;25,71;24,98;0;6;900;3;600;axial;(EntreCojinetes);series 71;L.C;350;3600;vertical;1.11;4160;3;60;F;DIRECTO;;;;;;;;;;;;;;;;;
19;PQV;AMC;Servicios Industriales;12P-01A;MOTO BOMBA CALDERA 12;Distral termica;5K511SN198M;Centrifuga;113,562;243,38;5414,45;5240,02;5,79;Agua;277;273,72;0;0;1,06;0;0;erosivo;0;0;0;0;89T22-A;3550;302,3;73,4;4,27;572,8;6;25,71;24,98;0;6;900;3;600;axial;(EntreCojinetes);series 71;L.C;350;3600;vertical;1.12;4160;3;60;F;DIRECTO;;;;;;;;;;;;;;;;;
20;PQV;AMC;Servicios Industriales;12P-01B;TURBO BOMBA CALDERA 12;Distral termica;5K511SN198M;Centrifuga;113,562;243,38;5414,45;5240,02;5,79;Agua;277;273,72;0;0;1,06;0;0;erosivo;0;0;0;0;89T26-A;3550;302,3;73,4;4,27;572,8;6;25,71;24,98;0;6;900;3;600;axial;(EntreCojinetes);series 71;L.C;350;3600;vertical;1.13;4160;3;60;F;DIRECTO;;;;;;;;;;;;;;;;;
21;PQV;AMC;Servicios Industriales;13P-01A;MOTO BOMBA CALDERA 13;Distral termica;5K511SN198M;Centrifuga;113,562;243,38;5414,45;5240,02;5,79;Agua;277;273,72;0;0;1,06;0;0;erosivo;0;0;0;0;0;3550;302,3;73,4;4,27;572,8;6;25,71;24,98;0;6;900;3;600;axial;(EntreCojinetes);series 71;L.C;350;3600;vertical;1.14;4160;3;60;F;DIRECTO;;;;;;;;;;;;;;;;;
22;PQV;AMC;Servicios Industriales;13P-01B;TURBO BOMBA CALDERA 13;Distral termica;5K511SN198M;Centrifuga;113,562;243,38;5414,45;5240,02;5,79;Agua;277;273,72;0;0;1,06;0;0;erosivo;0;0;0;0;0;3550;302,3;73,4;4,27;572,8;6;25,71;24,98;0;6;900;3;600;axial;(EntreCojinetes);series 71;L.C;350;3600;vertical;1.15;4160;3;60;F;DIRECTO;;;;;;;;;;;;;;;;;
