Empresa,Complejo,planta,tag,servicio,tipo,fluido_c,temp_diseno_c,temp_entrada_c,temp_salida_c,flujo_total_c,flujo_entrada_vaporc,flujo_salida_vaporc,flujo_entrada_liquidoc,flujo_salida_liquidoc,cambio_fase,presion_diseno,presion_entrada_c,caida_carcasa_max_c,caida_carcasa_min_c,,fouling_carcasa,fluido_t,temperatura_diseno_t,temp_entrada_t,temp_salida_t,flujo_total_t,flujo_entrada_vaport,flujo_salida_vaport,flujo_entrada_liquidot,flujo_salida_liquidot,cambio_faset,presion_diseno_t,presion_entrada_t,caida_presion_max_t,caida_presion_min_t,,fouling_t,,q,mtd_c,area_total,n_tubos,long_tubos,od_tubos,id_carcasa,mat_carcasa,mat_tubo,conexiones_entrada_t,conexiones_salida_t,conexiones_entrada_c,conexiones_salida_c,tipo_tubo,pitch,fabricante,criticidad,corrosion_carcasa,corrosion_tubo,arreglo_serie,arreglo_paralelo,pasos_tubo,paso_carcasa,tema,cp_entrada_vapor_t,cp_salida_vapor_t,cp_entrada_liquido_t,cp_salida_liquido_t,cp_entrada_vapor_c,cp_salida_vapor_c,cp_entrada_liquido_c,cp_salida_liquido_c
PQV,AMC,OLEFINAS I,180-C,Enfriador 1era etapa 181-J,TUBO/CARCASA,Gas de proceso,343,97.6,40.6,117223,117223,114490,,2733,P,62.132,3.103,0.4,0.35,,0.00022,Agua enfriamiento,343,33.3,40.3,697188,,,697188,697188,S,80.132,5.503,0.8,0.8,,0.000294,,5657700,14.5,1405,738,11,0.0254,1.193,SA-516-70,SA-179,"14""-150#RF","14""-150#RF","2-20""-150#RF","26""-150#RF",Liso,0.03175,Kellog,S,0.003,0.005,1,1,2,,AJS,,,,,2166,1969,,4324
PQV,AMC,OLEFINAS I,181-C,Enfriador 2da etapa 181-J,TUBO/CARCASA,Gas de proceso,343,95.5,40.6,114699,114699,113296,,1403,P,72.132,5.583,0.9,0.3,,0.00022,Agua enfriamiento,343,33.3,40.3,534021,,,534021,534021,S,80.132,5.503,0.8,0.8,,0.000294,,4347583,16.4,579,980,10,0.01905,1.016,SA-516-70,SA-179,"10""-150#RF","10""-150#RF","2-16""-150#RF","20""-150#RF",Liso,0.0238,Kellog,S,0.005,0.003,1,1,2,,AJS,,,,,2181,1981,,2116
PQV,AMC,OLEFINAS I,182-C,Enfriador 3era etapa 181-J,TUBO/CARCASA,Gas de proceso,275,96.8,40.6,114311,114311,113179,,1127,P,120.132,9.833,0.62,0.2,,0.00022,Agua enfriamiento,343,33.3,40.3,528988,,,528988,528988,S,84.132,5.503,0.7,0.6,,0.000294,,428100,17.8,579,1352,7.315,0.01905,1.194,SA-516-70,SA-179,"10""-150#RF","10""-150#RF","2-14""-150#RF","18""-150#RF",Liso,0.0238,Kellog,S,0.003,0.003,1,1,2,,AJS,,,,,2202,2011,,2111
PQV,AMC,OLEFINAS I,183-C A,Rehervidor C3 splitter,TUBO/CARCASA,Hidrocarburos,343,66.1,68.2,593160,,207606,593160,385554,P,245.132,20.733,,,,0.000222,Agua Quench,149,110.9,74.6,378828,,,378828,378828,S,167.132,6.993,0.7,0.4,,0.000352,,15975000,19.5,939,866,6.096,0.01905,0.864,SA-516-70,SA 214,"8""-300#RF","8""-300#RF","2-10""-300#RF","2-12""-300#RF",Liso,0.02381,Kellog,N,0.003,0.006,1,3,4,,AXS,,,,,,2620,3015,2970
PQV,AMC,OLEFINAS I,183-C B,Rehervidor C3 splitter,TUBO/CARCASA,Hidrocarburos,343,66.1,68.2,593160,,207606,593160,38554,P,245.132,20.733,,,,0.000223,Agua Quench,149,110.9,74.6,378828,,,378828,378828,S,167.132,6.993,0.7,0.4,,0.000352,,15975000,19.5,939,866,6.096,0.01905,0.864,SA-516-71,SA 215,"8""-300#RF","8""-300#RF","2-10""-300#RF","2-12""-300#RF",Liso,0.02381,Kellog,N,0.003,0.006,1,3,4,,AXS,,,,,,2620,3015,2970
PQV,AMC,OLEFINAS I,183-C C,Rehervidor C3 splitter,TUBO/CARCASA,Hidrocarburos,343,66.1,68.2,593160,,207606,593160,38554,P,245.132,20.733,,,,0.000224,Agua Quench,149,110.9,74.6,378828,,,378828,378828,S,167.132,6.993,0.7,0.4,,0.000352,,15975000,19.5,939,866,6.096,0.01905,0.864,SA-516-72,SA 216,"8""-300#RF","8""-300#RF","2-10""-300#RF","2-12""-300#RF",Liso,0.02381,Kellog,N,0.003,0.006,1,3,4,,AXS,,,,,,2620,3015,2970
PQV,AMC,OLEFINAS I,101-C,Vaporizador Propano,TUBO/CARCASA,Propano,-6.7,18.5,18.5,61999,9766,43950,52233,18049,P,113.532,7.903,0.02,0.015,,0.00022,Propileno,-6.7,63.4,26,29654,29654,,,29654,T,234.132,11.783,0.03,0.03,,0.00018,,3333240,9.5,783,1837,7.315,0.01905,1.295,CS,CS,"10""-150#RF","6""-150#RF","2-6""-150#RF","3-10""-150#RF",Liso,0.02381,Kellog,S,0.00318,0.00159,1,1,2,,BJM,1811,,,2780,1810,1800,2720,2700
PQV,AMC,OLEFINAS I,204-C A,Enfriador reflujo pirolisis,TUBO/CARCASA,Agua enfriamiento,343,33.3,40.3,3370.36,,,3370.36,3370.36,S,8.013,5.503,0.7,0.7,,0.000294,Agua Proceso,292,88.9,40.6,630000,,,630000,630000,S,11.513,10.12,0.5,0.4,,0.000352,,27438700,15,2325,1797,7.315,,1.43,SA-516-70,SA 214,"8""-150#RF","8""-150#RF","18""-150#RF","18""-150#RF",Liso,,Kellog,N,0.006,0.003,1,3,4,1,AET,4320,4280,,,4187,4187,,
PQV,AMC,OLEFINAS I,204-C B,Enfriador reflujo pirolisis,TUBO/CARCASA,Agua enfriamiento,343,33.3,40.3,3370.36,,,3370.36,3370.36,S,8.013,5.503,0.7,0.7,,0.000294,Agua Proceso,292,88.9,40.6,630000,,,630000,630000,S,11.513,10.12,0.5,0.25,,0.000352,,27438700,15,2325,1797,7.315,,1.43,SA-516-70,SA 214,"8""-150#RF","8""-150#RF","18""-150#RF","18""-150#RF",Liso,,Kellog,N,0.006,0.003,1,3,4,1,AET,4320,4280,,,4187,4187,,
PQV,AMC,OLEFINAS I,204-C C,Enfriador reflujo pirolisis,TUBO/CARCASA,Agua enfriamiento,343,33.3,40.3,3370.36,,,3370.36,3370.36,S,8.013,5.503,0.7,0.7,,0.000294,Agua Proceso,292,88.9,40.6,630000,,,630000,630000,S,11.513,10.12,0.5,0.25,,0.000352,,27438700,15,2325,1797,7.315,,1.43,SA-516-70,SA 214,"8""-150#RF","8""-150#RF","18""-150#RF","18""-150#RF",Liso,,Kellog,N,0.006,0.003,1,3,4,1,AET,4320,4280,,,4187,4187,,
PQV,AMC,OLEFINAS I,208-C,Enfriador 4ta etapa compresor 181-J,TUBO/CARCASA,Gas de proceso,343,98.2,40.5,113392,113392,112347,,1045,P,22.013,19.633,0.35,0.23,,0.00022,Agua enfriamiento,155,33.3,40.6,501700,,,501700,501700,S,15.013,4.503,0.7,0.69,,0.000294,,4245227,18.7,514,1194,7.315,0.01905,0.99,SA-516-70,SA 214,"10""-150#RF","10""-150#RF","2-12""-300#RF","16""-300#RF",Liso,0.02381,Kellog,S,0.003,0.003,1,1,2,,AJS,,,,,2259,2101,2233,2903
PQV,AMC,OLEFINAS I,210-C,Enfriador 5ta etapa compresor 181-J,TUBO/CARCASA,Gas de proceso,264,104.5,40.5,110246,110246,110246,,,S,44.013,38.623,0.62,0.33,,0.00022,Agua enfriamiento,343,33.3,40.3,558080,,,558080,558080,S,29.713,5.503,0.82,0.82,,0.000294,,4543600,21,367,857,7.315,0.01905,0.889,SA-516-70,SA 179,"10""-150#RF","10""-150#RF","2-10""-300#RF","12""-300#RF",Liso,0.02381,Kellog,S,0.003,0.003,1,1,2,,AJS,,,,,2388,2307,,
PQV,AMC,OLEFINAS I,213-C,Enfriador efluente convertidor acetileno,TUBO/CARCASA,Gas de proceso,343,112.7,40.6,1.07E+05,1.07E+05,1.07E+05,,,S,20.713,17.313,0.5,0.5,,0.00022,Agua enfriamiento,127,33.3,40.3,5.72E+05,,,5.72E+05,5.72E+05,S,14.213,5.503,0.69,0.55,,0.000294,,4.66E+06,22.7,384,1080,6.096,0.01905,1.05,SA-516-70,SA 214,"12""-150#RF","12""-150#RF","18""-150#RF","18""-150#RF",Liso,0.02381,Kellog,S,0.0015,0.003,1,1,2,1,AES,,,,,2293,2078,,
PQV,AMC,OLEFINAS I,301-C,Generador de vapor de diluc��n,TUBO/CARCASA,Vapor de diluc�n,204,179,179,153273,,45982,153273,107291,P,13.013,10.003,,,,0.00018,Vapor de alta presi�n,343,326,200,41225,41225,41225,,,S,46.013,15.803,0.2,0.16,,0.00009,,2.58E+09,20.2,855.2,998,7.315,0.01905,1.372,SA-516-70,SA 214,"12""-600#RF","6""-600#RF","2-6""-150#RF","2-16""-150#RF",Liso,0.0254,Kellog,N,0.006,0.003,1,1,2,,BXU,,,,,,,,
PQV,AMC,OLEFINAS I,302-C,Calentador de vapor de diluc��n,TUBO/CARCASA,Vapor de diluc�n,427,371,206,3870,3870,3870,,,S,47.013,16.253,0.25,0.12,,0.00009,Vapor de alta presi�n,204,179,190,49707,49707,49707,,,S,32.013,9.953,0.35,0.2,,0.00018,,416.655,76.3,33.8,145,2.44,0.03175,0.559,SA-516-70,SA 214,"12""-300#RF","12""-300#RF","4""-600#RF","4""-600#RF",Liso,0.0397,Kellog,N,0.003,0.006,1,1,1,1,BEM,,,,,,,,
PQV,AMC,OLEFINAS I,303-C,Purga de vapor de diluci�n/ Intercambiador de condensados,TUBO/CARCASA,Purga de condensado,204,179,106,4.60E+03,4.60E+03,4.60E+03,,,S,13.013,,0.35,0.02,,0.00018,Condensado de proceso,121,89,101,2.67E+04,2.67E+04,2.67E+04,,,S,9.013,,0.35,0.12,,0.00018,,3.97E+05,33.5,13.3,94,2.44,0.01905,,SA-106-GR B,SA 214,"4""-150#RF","4""-150#RF","2""-150#RF","2""-150#RF",Liso,0.0254,Kellog,N,0.006,0.006,1,1,2,1,AES,,,,,,,,
PQV,AMC,OLEFINAS I,304-C,Enfriador purga de vapor de diluci�n,TUBO/CARCASA,Purga de condensado,121,106.8,40.6,4.60E+03,4.60E+03,4.60E+03,,,S,13.013,,0.35,0.02,,0.00018,Agua de enfriamiento,66,33.3,40.3,4.37E+04,,,4.37E+04,4.37E+04,S,9.013,,0.35,0.31,,0.000294,,3.56E+05,20.8,32.2,112,4.88,0.01905,,SA-106-GR B,SA 214,"4""-150#RF","4""-150#RF","2""-150#RF","1 1/2""-150#RF",Liso,0.0254,Kellog,N,0.006,0.003,1,1,2,1,AES,,,,,,,,
PQV,AMC,OLEFINAS I,2115-C,Cold Relief heater,TUBO/CARCASA,Vapor de alivio frio(Etileno),,-20,1,178000,178000,178000,,,S,,2.403,0.3,0.3,,0.000176,Vapor,,138.3,138.3,2607,2607,,,,S,,3.433,,0.18,,0.000088,,1555510,147.2,63.8,,4.267,,,,,,,,,,,,,,,1,1,,,,,,,,1460,1514,,
PQV,AMC,OLEFINAS I,103-CH I,Quench gases de pirolisis(Condiciones de dise�o),TUBO/CARCASA,Agua saturada,2.655.555,260,260,,,,,,S,,46.523,,,,0.0005,Efluente horno pirolisis,885,843.33,,39000,30000,30000,,,S,,21.855,,,,,,,,,,,,,CS,SA 312 T12,,,"1� 10""","1�12""",Liso,,Kellog,N,,,,1,1,1,QUENCH BOILER,,,,,3018.5373,3018.5373,,
PQV,AMC,OLEFINAS I,103-CH I,Quench gases de pirolisis(Caso alternativo I),TUBO/CARCASA,Agua saturada,2.655.555,260,260,,,,,,S,,46.523,,,,0.0005,Efluente horno pirolisis,885,826.66,,57000,44000,44000,,,S,,21.855,,,,,,,,,,6.096,,,CS,SA 312 T13,,,"1� 10""","1�12""",Liso,,Kellog,N,,,,1,1,1,QUENCH BOILER,,,,,2825.0456,2825.0456,,
PQV,AMC,OLEFINAS I,103-CH I,Quench gases de pirolisis(Caso alternativo II),TUBO/CARCASA,Agua saturada,2.655.555,260,260,,,,,,S,,396.241,,,,0.0005,Efluente horno pirolisis,885,843.33,,50700,39000,39000,,,S,,21.855,,,,,,,,,,6.096,,,CS,SA 312 T14,,,"1� 10""","1�12""",Liso,,Kellog,N,,,,1,1,1,QUENCH BOILER,,,,,2777.9844,2777.9844,,
PQV,AMC,OLEFINAS I,140-C A,Vaporizador alimentaci�n del hidrogenador,TUBO/CARCASA,HC,,33,34.8,12660,552,12660,12108,,P,,12.053,,,,0.00052,Vapor ,,138.3,138.3,1837,,,,,S,,2.44,0.13,0.2,,0.000176,,1096.4,,25,34,6.096,0.019,,CS,CS,"4""-150#RF","1 1/2""-150#RF","4""-150#RF","6""-150#RF",Tubo en U,0.0254,Industira metalurgias Van Dam,N,,,1,1,,,BKU,,,,,,,,
PQV,AMC,OLEFINAS I,140-C B ,Vaporizador alimentaci�n del hidrogenador,TUBO/CARCASA,HC,,33,34.8,12660,552,12660,12108,,P,,12.053,,,,0.00052,Vapor ,,138.3,138.3,1837,,,,,S,,2.44,0.13,0.2,,0.000176,,1096.4,,25,34,6.096,0.019,,CS,CS,"4""-150#RF","1 1/2""-150#RF","4""-150#RF","6""-150#RF",Tubo en U,0.0254,Industira metalurgias Van Dam,N,,,1,1,,,BKU,,,,,,,,
PQV,AMC,OLEFINAS I,141-C,Supercalentador alimentaci�n del hidrogenador,TUBO/CARCASA,Vapor,,398.9,254,4535,,,,,S,,42.403,0.04,0.04,,0.00088,Hidrocarburo,,59.8,260,19151,,,,,S,,11.08,0.07,0.07,,0.000352,,2520.207,,103,290,6.096,0.019,,SA 515-70,SA 179,"8""-600#RF","8""-600#RF","3""-600#RF","2""-600#RF",Liso,0.0238,Kellogg,N,,,1,1,,,AES,,,,,,,,
PQV,AMC,OLEFINAS I,113-C,Enfriador de alimentaci�n al secador,TUBO/CARCASA,Propileno,,10.2,10,20887,4770,20887,16117,,P,,7.763,0.03,0.05,,,Gas de proceso,,40.6,18.9,107062,107062,105118,,1657,P,,15.12,0.7,0.7,,,,1643.009,,214,598,3.048,0.019,,SA 516-70,SA 214,"16""-300#RF","16""-300#RF","8""-150#RF","2 X 6""-150#RF",Liso,0.0238,Kellogg,S,,,1,1,,,BJM,,,,,,,,
PQV,AMC,OLEFINAS I,156-C,Precalentador de Desaireado,TUBO/CARCASA,Alimentaci�n de agua para caldera,,49.4,68.3,130189,,,,,S,,4.463,1.2,0.56,,0.00088,Agua de proceso,,77.1,72.5,52292,,,,,S,,5.52,0.3,0.3,,0.000176,,2870.5,,193.4,539,7.315,0.01905,,CS,CS,"16""-150#RF","16""-150#RF","6""-150#RF","6""-150#RF",Liso,0.0238,Kellogg,N,,,1,1,,,NEN,,,,,,,,
PQV,AMC,OLEFINAS I,102-C,Super calentador de alimentaci�n de propano,TUBO/CARCASA,Vapor,,138.3,138.3,4655,,,,,S,,3.453,0.02,0.012,,0.00088,Propano,,18.5,46,61999,43950,61999,18049,,P,,6.94,0.45,0.42,,0.00022,,2775.2,,39.8,225,7.315,0.019,,CS,Acero soldado,"10""-150#RF","12""-150#RF","8""-150#RF","3""-150#RF",Liso,0.0238,Kellogg,S,,,1,1,,,BEM,,,,,,,,
PQV,AMC,OLEFINAS I,105-C A,Enfriamiento recirculaci�n a la 101-E,TUBO/CARCASA,Agua de enfriamineto,,40.3,46.1,1342514,,,,,S,,4.463,0.69,0.23,,0.000294,Agua de proceso,,80,65.6,522877,,,,,S,,4.83,0.14,0.14,,0.000352,,9055.9,,386.4,449,4.877,0.01905,,CS,CS,"12""-150#RF","12""-150#RF","16""-150#RF","16""-150#RF",Liso,0.0254,Kellogg,N,,,2,1,,,AES,,,,,,,,
PQV,AMC,OLEFINAS I,105-C B,Enfriamiento recirculaci�n a la 101-E,TUBO/CARCASA,Agua de enfriamineto,,40.3,46.1,1342514,,,,,S,,4.463,0.69,0.23,,0.000294,Agua de proceso,,80,65.6,522877,,,,,S,,4.83,0.14,0.14,,0.000352,,9055.9,,386.4,449,4.877,0.01905,,CS,CS,"12""-150#RF","12""-150#RF","16""-150#RF","16""-150#RF",Liso,0.0254,Kellogg,N,,,2,1,,,AES,,,,,,,,
PQV,AMC,OLEFINAS I,116-C,Intercambiador de regeneraci�n del secador,TUBO/CARCASA,Hidrocarburo,,14,195.2,12800,12800,12800,,,S,,6.203,0.2,0.09,,0.0001761,Hidrocarburo,,272,106.7,12800,12800,12800,,,S,,4.62,0.2,0.09,,0.0001762,,1643.9,,109,382,6.096,0.019,,CS,CS,"12""-150#RF","10""-150#RF","10""-150#RF","12""-150#RF",Liso,0.0238,Kellogg,S,,,1,1,,,BEM,,,,,,,,
PQV,AMC,OLEFINAS I,117-C,Enfriador de la regeneraci�n del secador,TUBO/CARCASA,Hidrocarburo,,106.7,40.6,12800,12800,12800,,,S,,5.383,0.2,0.1,,0.0001762,Agua de Enfriamiento,,33.3,40.3,71980,,,,,S,,4.49,0.35,0.05,,0.000352,,583,,138,482,3.048,0.019,,CS,CS,"6""-150#RF","6""-150#RF","TWO-8""-150#RF","10""-150#RF",Liso,0.0238,Kellogg,S,,,1,1,,,AJS,,,,,,,,
PQV,AMC,OLEFINAS I,132-C,Enfriador de Dripoleno,TUBO/CARCASA,Dripoleno,,95.1,40.6,3.68E+08,,,3.68E+08,3.68E+08,S,,4.503,0.7,0.08,,0.00022,Agua de enfriamiento,,33.3,40.3,1.48E+09,,,,,S,,4.5,0.7,0.6,,0.000294,,1.14E+10,,24.4,7,9.144,0.022,,CS,CS,"2-1/2"" 2-B.W","2-1/2"" 2-B.W","2-1/2"" 2-BOLT","2-1/2"" 2-BOLT",Horquilla,,Kellogg,S,,,1,1,,,Tuber�a doble,,,,,,,,
PQV,AMC,OLEFINAS I,139-C,Rehervidor del separador de Dripoleno,TUBO/CARCASA,Vapor,,138.3,138.3,49,,,,,S,,3.443,,,,0.00088,Hidrocarburo,,90.3,95.1,14129,,14129,14129,13826,P,,1.27,,0.51,,0.000329,,2939.1,,18,105,9.144,0.019,,SA 106-B,SA214,"4""-150#RF","4""-150#RF","2""-150#RF","1""-150#RF",Liso,0.0238,Kellogg,N,,,1,1,,,NEN,,,,,,,,
PQV,AMC,OLEFINAS I,143-C 1A,C3 splitter condenser,TUBO/CARCASA,Propileno,65.5,46.7,45.8,284196,284196,,,284196,T,23.763,19.083,0.35,0.16,,0.000176,Agua Enfriamiento,65.5,33.3,40.3,2809.144,,,2809.144,2809.144,S,11.353,5.503,0.7,0.5,,0.00029,,22869700,8.3,3866,1800,9.144,0.01905,1.143,CS,CS,"17""-150#RF","18""-150#RF","16""-300#RF","8""-150#RF",Liso ,0.02381,Kellog,N,0.00159,0.00159,2,2,1,,NJN,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,143-C 2A,C3 splitter condenser,TUBO/CARCASA,Propileno,65.5,46.7,45.8,284196,284196,,,284196,T,23.763,19.083,0.35,0.16,,0.000176,Agua Enfriamiento,65.5,33.3,40.3,2809.144,,,2809.144,2809.144,S,11.353,5.503,0.7,0.08,,0.00029,,22869700,8.3,3866,1800,9.144,0.01905,1.143,CS,CS,"17""-150#RF","18""-150#RF","16""-300#RF","8""-150#RF",Liso ,0.02381,Kellog,N,0.00159,0.00159,2,2,1,,NJN,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,143-C 1B,C3 splitter condenser,TUBO/CARCASA,Propileno,65.5,46.7,45.8,284196,284196,,,284196,T,23.763,19.083,0.35,0.16,,0.000176,Agua Enfriamiento,65.5,33.3,40.3,2809.144,,,2809.144,2809.144,S,11.353,5.503,0.7,0.08,,0.00029,,22869700,8.3,3866,1800,6.096,0.01905,1.143,CS,CS,"17""-150#RF","18""-150#RF","16""-300#RF","8""-150#RF",Liso ,0.02381,Kellog,N,0.00159,0.00159,2,2,1,,NJN,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,143-C 2B,C3 splitter condenser,TUBO/CARCASA,Propileno,65.5,46.7,45.8,284196,284196,,,284196,T,23.763,19.083,0.35,0.16,,0.000176,Agua Enfriamiento,65.5,33.3,40.3,2809.144,,,2809.144,2809.144,S,11.353,5.503,0.7,0.08,,0.00029,,22869700,8.3,3866,1800,6.096,0.01905,1.143,CS,CS,"17""-150#RF","18""-150#RF","16""-300#RF","8""-150#RF",Liso ,0.02381,Kellog,N,0.00159,0.00159,2,2,1,,NJN,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,112-C A,Alimentaci�n Conv. Acetileno/ Efluente,TUBO/CARCASA,Efluente Convertidor,283,225,112.6,107046,107046,1070456,,,S,20.663,17.633,0.32,0.1,,0.00022,Gas frio de Proceso,302,40.6,195,107046,107046,107046,,,S,20.663,19.283,0.32,0.03,,0.00022,,10666368,65.5,778,1089,6.096,0.01905,0.94,CS,CS,"10""-150#RF","10""-150#RF","10""-150#RF","10""-150#RF",Liso ,0.02381,Kellog,N,0.0015,0.0015,1,2,1,1,AES,2100,2560,,,2752,2292,,
PQV,AMC,OLEFINAS I,112-C B ,Alimentaci�n Conv. Acetileno/ Efluente,TUBO/CARCASA,Efluente Convertidor,283,225,112.6,107046,107046,1070456,,,S,20.663,17.633,0.32,0.1,,0.00022,Gas frio de Proceso,302,40.6,195,107046,107046,107046,,,S,20.663,19.283,0.32,0.03,,0.00022,,10666368,65.5,778,1089,9.144,0.01905,0.94,CS,CS,"10""-150#RF","10""-150#RF","10""-150#RF","10""-150#RF",Liso ,0.02381,Kellog,N,0.0015,0.0015,1,2,1,1,AES,2100,2560,,,2752,2292,,
