Empresa,Complejo,planta,tag,servicio,tipo,fluido_c,temp_diseno_c,temp_entrada_c,temp_salida_c,flujo_total_c,flujo_entrada_vaporc,flujo_salida_vaporc,flujo_entrada_liquidoc,flujo_salida_liquidoc,cambio_fase,presion_diseno,presion_entrada_c,caida_carcasa_max_c,caida_carcasa_min_c,,fouling_carcasa,fluido_t,temperatura_diseno_t,temp_entrada_t,temp_salida_t,flujo_total_t,flujo_entrada_vaport,flujo_salida_vaport,flujo_entrada_liquidot,flujo_salida_liquidot,cambio_faset,presion_diseno_t,presion_entrada_t,caida_presion_max_t,caida_presion_min_t,,fouling_t,,q,mtd_c,area_total,n_tubos,long_tubos,od_tubos,id_carcasa,mat_carcasa,mat_tubo,conexiones_entrada_t,conexiones_salida_t,conexiones_entrada_c,conexiones_salida_c,tipo_tubo,pitch,fabricante,criticidad,corrosion_carcasa,corrosion_tubo,arreglo_serie,arreglo_paralelo,pasos_tubo,paso_carcasa,tema,cp_entrada_vapor_t,cp_salida_vapor_t,cp_entrada_liquido_t,cp_salida_liquido_t,cp_entrada_vapor_c,cp_salida_vapor_c,cp_entrada_liquido_c,cp_salida_liquido_c
PQV,AMC,OLEFINAS I,112-C C,Alimentaci�n Conv. Acetileno/ Efluente,TUBO/CARCASA,Efluente Convertidor,283,225,112.6,107046,107046,1070456,,,S,20.663,17.633,0.32,0.1,,0.00022,Gas frio de Proceso,302,40.6,195,107046,107046,107046,,,S,20.663,19.283,0.32,0.03,,0.00022,,10666368,65.5,778,1089,9.144,0.01905,0.94,CS,CS,"10""-150#RF","10""-150#RF","10""-150#RF","10""-150#RF",Liso ,0.02381,Kellog,N,0.0015,0.0015,1,2,1,1,AES,2100,2560,,,2752,2292,,
PQV,AMC,OLEFINAS I,125-C,Condensador desetanizador,TUBO/CARCASA,Propileno,65,-25.5,-25.5,34926,5197,34926,29729,,P,6.213,2.483,0.03,0.01,,0.00018,Hidrocarburos,65,-15.7,-16.5,97170,97170,58898,,38272,P,23.813,22.013,0.34,0.25,,0.00018,,3430000,9.4,1002,1877,9.144,0.01905,1.549,CS,CS,"10""-150#RF","10""-150#RF","2-10""-150#RF","3-10""-150#RF",Liso ,0.02381,Kellog,S,0.0016,0.0016,1,1,2,,BJM,2500,2500,,3180,1360,1360,2180,
PQV,AMC,OLEFINAS I,134-CA,Condensador Propileno,TUBO/CARCASA,Propileno,65,55.6,46,285808,285808,,,285808,T,23.413,19.463,0.61,0.05,,0.000176,Agua,65,33.3,40.3,3116900,,,,,P,16.013,5.513,0.7,0.36,,0.000294,,25377000,9.9,4896,3045,9.144,0.01905,1.448,SA 516-70,SA 214,"16""-150#RF","16""-150#RF","2-10""-300#RF","10""-300#RF",Liso,0.02381,Kellog,N,0.0013,0.003,1,3,2,1,NJN,,,,,2413,2434,,3205
PQV,AMC,OLEFINAS I,134-CB,Condensador Propileno,TUBO/CARCASA,Propileno,65,55.6,46,285808,285808,,,285808,T,23.413,19.463,0.61,0.05,,0.000176,Agua,65,33.3,40.3,3116900,,,,,P,16.013,5.513,0.7,0.36,,0.000294,,25377000,9.9,4896,3045,6.096,0.01905,1.448,SA 516-70,SA 214,"16""-150#RF","16""-150#RF","2-10""-300#RF","10""-300#RF",Liso,0.02381,Kellog,N,0.0013,0.003,1,3,2,1,NJN,,,,,2413,2434,,3205
PQV,AMC,OLEFINAS I,134-CC,Condensador Propileno,TUBO/CARCASA,Propileno,65,55.6,46,285808,285808,,,285808,T,23.413,19.463,0.61,0.05,,0.000176,Agua,65,33.3,40.3,3116900,,,,,P,16.013,5.513,0.7,0.36,,0.000294,,25377000,9.9,4896,3045,7.315,0.01905,1.448,SA 516-70,SA 214,"16""-150#RF","16""-150#RF","2-10""-300#RF","10""-300#RF",Liso,0.02381,Kellog,N,0.0013,0.003,1,3,2,1,NJN,,,,,2413,2434,,3205
PQV,AMC,OLEFINAS I,142-C,Ent.Hidrogenador/Efluente Hidrogenador,TUBO/CARCASA,Hidrocarburos caliente,413,399,186.4,47500,47500,47500,,,S,13.013,11.213,0.35,0.35,,0.00022,Hidrocarburos frio,302,35,288,47500,47500,47500,,,S,13.013,12.353,0.35,0.05,,0.000352,,8094200,129.4,486,680,7.315,0.01905,0.74,SA 516-70,SA 179,"8""-300#RF","8""-300#RF","8""-300#RF","8""-300#RF",Liso,0.02381,Kellog,N,0.0016,0.0016,1,2,1,1,AES,2010,2890,,,3250,2510,,
PQV,AMC,OLEFINAS I,144-C,Enfriador alimentacion demetanizador,TUBO/CARCASA,Propileno,65.6,2.11,2,47286,12895,47286,34391,,P,7.903,6.163,0.02,0.01,,0.0001,Gas de proceso,65.6,40.6,7,93122,93122,72728,,20394,P,42.413,37.223,,0.11,,0.000176,,3722000,14.11,452.7,1068,6.096,0.019,1.143,CS,CS,"10""-300#RF","10""-300#RF","2-10""-150#RF","3-8""-150#RF",Liso,0.02381,Kellog,S,0.0013,0.0013,1,1,1,,BJM,2290,2350,2280,2670,1540,1540,2442,2440
PQV,AMC,OLEFINAS I,145-C,Enfriador alimentacion demetanizador,TUBO/CARCASA,Propileno,65.6,-25.5,-25.7,39800,5810,39800,33990,,P,6.213,2.483,0.02,0.02,,0.0001,Gas de proceso,65.6,7,-19,93122,72728,43954,20394,49168,P,42.413,37.103,,0.1,,0.000176,,3920000,16.53,400,945,4.877,0.019,1.244,CS,CS,"10""-300#RF","10""-300#RF","2-8""-150#RF","3-8""-150#RF",Liso,0.02381,Kellog,S,0.0013,0.0013,1,1,1,,BJM,2354,2487,2677,2594,1360,1360,2180,2180
PQV,AMC,OLEFINAS I,148-C,Enfriador alimentacion demetanizador,TUBO/CARCASA,Etileno Refrigerante,65,-80,-80,27622,,9198,27622,18424,P,7.903,3.403,0.07,0.07,,0.000176,Gas de proceso,65,-58,-75,31349,16857,10292,14492,21057,P,42.383,36.233,,0.04,,0.000176,,1038950,11.5,164,459,4.877,0.019,0.583,SA-240-304,SA-334-GR.3,"8""-300#RF","8""-300#RF","2-3""-150#RF","2-6""-150#RF",Liso,0.02381,Kellog,S,0.0013,0.0013,1,1,1,,BJM,3173,4060,2695,2502,2501,1483,,2501
PQV,AMC,OLEFINAS I,149-C,Enfriador alimentacion demetanizador,TUBO/CARCASA,Etileno Refrigerante,65.6,-101,-101.1,5173,429,5173,4744,,P,7.903,1.173,0.02,0.01,,0.000176,Gas de proceso,65.6,-79.7,-90.1,40950,12596,9910,28354,31040,P,42.383,36.193,0.2,0.1,,0.000176,,638,15.7,78,278,9.144,0.0195,0.794,304 SS,A-334-GR:3,"8""-300#RF","8""-300#RF","4""-150#RF","6""-150#RF",Liso,0.02381,Kellog,S,0.0015,0.0015,1,1,1,,BJM,4307,5339,2460,2384,1020,1020,2001,
PQV,AMC,OLEFINAS I,163-C,Enfriador alimentacion demetanizador,TUBO/CARCASA,Propileno Refrigerante,145,-40.3,-40.7,11250,759,11250,10491,,P,11.523,1.383,0.04,0.04,,0.000176,Gas de proceso,260,-20,-34.4,61200,28214,20508,32985,40692,P,42.413,36.533,0.25,0.21,,0.000176,,1255500,12,204,725,9.144,0.0195,0.914,SA-516-70,SA-334-GRI,"8""-300#RF","8""-300#RF","2-6""-150#RF","3-6""-150#RF",Liso,0.02381,Kellog,S,0.003,0.003,1,1,2,,BJM,2487,2634,2594,2516,1278,1276,2068,2065
PQV,AMC,OLEFINAS I,186-C 1A,Condensaor C3 splitter,TUBO/CARCASA,Propileno,343,46.7,45.8,198937,198937,,,198937,T,24.013,19.423,0.34,0.17,,0.000176,Agua enfriamiento,149,33.3,40.3,196401,,,196401,196401,S,16.413,5.503,0.5,0.44,,0.00029,,16009385,,2672,1237,9.144,0.019,,SA-516-70,SA 214,"16""-150#RF","16""-150#RF","16""-300#RF","16""-300#RF",Liso,0.0238,Kellog,N,0.003,0.003,2,2,1,,NJM,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,186-C 2A,Condensaor C3 splitter,TUBO/CARCASA,Propileno,343,46.7,45.8,198937,198937,,,198937,T,24.013,19.423,0.34,0.17,,0.000176,Agua enfriamiento,149,33.3,40.3,196401,,,196401,196401,S,16.413,5.503,0.5,0.44,,0.00029,,16009385,,2672,1237,9.144,0.019,,SA-516-70,SA 214,"16""-150#RF","16""-150#RF","16""-300#RF","16""-300#RF",Liso,0.0238,Kellog,N,0.003,0.003,2,2,1,,NJM,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,186-C 1B,Condensaor C3 splitter,TUBO/CARCASA,Propileno,343,46.7,45.8,198937,198937,,,198937,T,24.013,19.423,0.34,0.17,,0.000176,Agua enfriamiento,149,33.3,40.3,196401,,,196401,196401,S,16.413,5.503,0.5,0.44,,0.00029,,16009385,,2672,1237,10.973,0.019,,SA-516-70,SA 214,"16""-150#RF","16""-150#RF","16""-300#RF","16""-300#RF",Liso,0.0238,Kellog,N,0.003,0.003,2,2,1,,NJM,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,186-C 2B,Condensaor C3 splitter,TUBO/CARCASA,Propileno,343,46.7,45.8,198937,198937,,,198937,T,24.013,19.423,0.34,0.17,,0.000176,Agua enfriamiento,149,33.3,40.3,196401,,,196401,196401,S,16.413,5.503,0.5,0.44,,0.00029,,16009385,,2672,1237,8.534,0.019,,SA-516-70,SA 214,"16""-150#RF","16""-150#RF","16""-300#RF","16""-300#RF",Liso,0.0238,Kellog,N,0.003,0.003,2,2,1,,NJM,,,,,2357,,,2870
PQV,AMC,OLEFINAS I,191-C,Rehervidor desetanizador 110-E1,TUBO/CARCASA,Fondo Desetanizador 110-E1,343,-10.8,-11.3,1.34E+05,,4.71E+04,1.34E+05,8.74E+04,P,30.413,18.403,0.03,0.07,,0.0001761,Etileno,195,22.4,-5.3,5.52E+04,5.52E+04,,,5.52E+04,T,45.013,36.103,0.1,0.05,,0.000176,,4.39E+06,5.9,1302,2020,10.973,,,SA-516-70,SA 179,"8""-300#RF","8""-300#RF","4-6""-300#RF","4-10""-300#RF",Liso,0.02381,Kellog,N,0.003,0.003,1,1,2,,BXM,2257,,,6578,,2404,3150,3150
PQV,AMC,OLEFINAS I,192-C,1er Condensador bomba de calor del 110-E,TUBO/CARCASA,Propileno,343,-25.4,-25.5,7.48E+04,1.11E+04,7.48E+04,6.37E+04,,P,11.513,2.483,0.02,0.02,,0.000176,Etileno,195,-7.9,-20,2.03E+05,6.65E+04,,1.37E+05,2.03E+05,P,45.013,33.353,0.65,0.4,,0.000176,,7.34E+06,,792.7,1584,8.534,0.019,,SA-516-70,SA 214,"12""-300#RF","10""-300#RF","12""-150#RF","2-12""-150#RF",Liso,0.02381,Kellog,N,0.003,0.003,1,1,3,,NKN,3390,,5812,3902,1400,1400,2180,
PQV,AMC,OLEFINAS I,193-C,2do Condensador bomba de calor del 110-E,TUBO/CARCASA,Propileno,149,-40.5,-40.6,1.16E+04,8.47E+02,1.16E+04,1.08E+04,,P,11.513,1.373,0.03,0.03,,0.0001761,Etileno,149,-20,-26,2.03E+05,,,2.03E+05,2.03E+05,S,45.013,33.013,0.35,0.16,,0.000176,,1.29E+06,,98,343,4.877,0.0195,,SA-516-70,SA 334 GR,"10""-300#RF","10""-300#RF","6""-150#RF","10""-150#RF",Liso,0.02381,Kellog,N,0.003,0.003,1,1,1,,BKM,,,3902,3534,1300,1300,2060,
PQV,AMC,OLEFINAS I,196-C,Enfriador Propileno producto,TUBO/CARCASA,Propileno Refrigerante,199,-40,-40,10040,1205,10040,8835,,P,22.713,1.373,0.02,0.02,,0.000176,PropilenoProducto,343,46.3,-37,18684,,,18684,18684,P,32.013,23.003,0.35,0.2,,0.000176,,1075818,,71,199,4.572,0.0195,,SA-516-70,SA 334 GR1,"3""-300#RF","3""-300#RF","6""-300#RF","6""-300#RF",Liso,0.02381,Kellog,N,0.003,0.003,1,1,4,,BJM,,,18684,18684,1341,1341,2212,2212
PQV,AMC,OLEFINAS I,199-C A,Rehervidor debutanizador,TUBO/CARCASA,Fondo debutanizador,214,131.1,147.8,91572,8141,16653,83431,74919,P,14.013,11.843,0.02,,,0.00022,vapor,252,178,178,3056,3056,3056,,,S,13.013,9.603,0.06,0.06,,0.00088,,1669200,,44,82,4.572,0.0195,,SA-516-70,SA 214,"4""-150#RF","3""-150#RF","2-8""-150#RF","2-8""-150#RF",Liso,0.0254,Kellog,N,0.003,0.003,1,1,2,,AXU,,,,,2111,2045,2362,2464
PQV,AMC,OLEFINAS I,199-C B,Rehervidor debutanizador,TUBO/CARCASA,Fondo debutanizador,214,131.1,147.8,91572,8141,16653,83431,74919,P,14.013,11.843,0.02,,,0.00022,vapor,252,178,178,3056,3056,3056,,,S,13.013,9.603,0.06,0.06,,0.00088,,1669200,,44,82,4.572,0.0195,,SA-516-70,SA 214,"4""-150#RF","3""-150#RF","2-8""-150#RF","2-8""-150#RF",Liso,0.0254,Kellog,N,0.003,0.003,1,1,2,,AXU,,,,,2111,2045,2362,2464
PQV,AMC,OLEFINAS I,200-C,Enfriador de Propileno refrigerente,TUBO/CARCASA,Propileno,62,46,40.6,310606,,,301606,301606,S,22.013,18.853,0.34,0.3,,0.000176,Agua Enfriamiento,54,33.3,40.3,174330,,,174330,174330,S,15.013,5.503,0.7,0.7,,0.000294,,1487000,5.3,344,836,4.572,0.0195,,SA-516-70,SA 179,"8""-150#RF","8""-150#RF","12""-300#RF","12""-300#RF",Liso,0.02381,Kellog,S,0.003,0.003,1,1,4,1,BEM,,,,,,,3300,3060
PQV,AMC,OLEFINAS I,202-C,Rehervidor desetanizador,TUBO/CARCASA,Fondos desetanizador,343,-10.8,-11.3,2.45E+05,,8.56E+04,2.45E+05,1.59E+05,P,30.413,18.333,0.046,,,0.000176,Etileno,195,22.4,-5.3,1.00E+05,1.00E+05,,,1.00E+05,T,45.013,36.493,0.1,0.05,,0.000176,,7.95E+06,5.9,2237,3491,10.973,0.019,,,,"10""-300#RF","10""-300#RF","4-8""-300#RF","4-12""-300#RF",Liso,0.02381,Kellog,N,0.003,0.003,1,1,2,,BXM,2257,,,6578,,2404,3150,3150
PQV,AMC,OLEFINAS I,203-C,Rehervidor demetanizador,TUBO/CARCASA,Fondo Demetanizador,315,-0.2,0.9,75910,,38489,75910,37421,P,38.513,34.453,0.03,0.03,,0.00022,Propileno,343,47.3,41,26861,26861,,,26861,T,26.013,16.95,0.35,0.35,,0.000176,,2505000,40.8,77.5,130,4.877,0.000176,,SA-516-70,SA 214,"6""-300#RF","6""-300#RF","8""-300#RF","Vap 2""-300#RF",Tubio en U,0.02381,Kellog,N,0.003,0.003,1,1,2,,BKU,2090,,,2840,,2930,4650,4580
PQV,AMC,OLEFINAS I,207-C,Enfriador entrada demetanizador,TUBO/CARCASA,Etileno Refrigerante,65,-101.3,-101.6,2495,207,2495,2288,,P,11.513,1.173,0.01,0.01,,0.000176,Gas de proceso,65,-90.1,-95.6,40950,9910,8772,31040,32178,P,42.413,36.113,0.1,0.06,,0.000176,,429100,8.2,1302,458,4.877,0.01905,,SA-240-304,SA 208-TP304,"8""-300#RF","8""-300#RF","4""-150#RF","2-4""-150#RF",Liso,0.02381,Kellog,S,0.00025,0.00025,1,1,1,,BJM,5336,5386,2383,2343,1020,1020,2000,
PQV,AMC,OLEFINAS I,195-C,Enfriador del producto l�quido de etileno,TUBO/CARCASA,Refrigerante de etileno,,-101.1,-100.8,9133,,9133,9133,,T,,1.213,0.02,,,0.000176,Etileno,,-28.9,-98,22919,,,22919,22919,S,,18.99,0.35,0.13,,0.000176,,1161.7,,86,240,6.096,0.01905,,SA-240-304,SA-249-TP304,"6""-300#RF","6""-300#RF","3""-150#RF","TWO-8""-150#RF",Liso,0.02381,Kellogg,N,,,1,1,,,AJM,,,,,,,,
PQV,AMC,OLEFINAS I,126-C A,Rehervidor del Deetanizador,TUBO/CARCASA,Fondo del deetanizador,,66.4,69.7,276125,,96645,276125,179480,P,,21.863,0.03,,,0.00022,Agua Caliente,,108.4,75,191877,,,,,S,,5.99,0.7,0.5,,0.000352,,7740,,470,644,6.096,0.01905,,CS,CS,"6""-150#RF","6""-150#RF","TWO-8""-300#RF","TWO-8""-300#RF",Liso,0.02381,Kellogg,N,,,1,2,,,AHS,,,,,,,,
PQV,AMC,OLEFINAS I,126-C B,Rehervidor del Deetanizador,TUBO/CARCASA,Fondo del deetanizador,,66.4,69.7,276125,,96645,276125,179480,P,,21.863,0.03,,,0.00022,Agua Caliente,,108.4,75,191877,,,,,S,,5.99,0.7,0.5,,0.000352,,7740,,470,644,4.878,0.01905,,CS,CS,"6""-150#RF","6""-150#RF","TWO-8""-300#RF","TWO-8""-300#RF",Liso,0.02381,Kellogg,N,,,1,2,,,AHS,,,,,,,,
PQV,AMC,OLEFINAS I,133-C,Atemperador de propileno,TUBO/CARCASA,Propileno,,90.8,47.5,265848,265848,,265848,,P,,20.163,0.7,0.22,,0.000176,Agua,,33.3,40.3,832990,,,,,P,,4.49,0.6,0.3,,0.000294,,6723,,703,1980,6.096,0.019,,CS,CS,"18""-300#RF","18""-300#RF","16""-300#RF","18""-300#RF",Liso,0.023,VAN DAM,S,,,1,1,,,CJM,,,,,,,,
PQV,AMC,OLEFINAS I,135-C,Atemperador de refrigerante de etileno de nivel alto,TUBO/CARCASA,Etileno,,68.9,40.6,3.84E+09,3.84E+09,3.84E+09,,,P,,18.963,0.63,0.24,,0.000176,Agua,,33.3,40.3,6.57E+09,,,,,S,,4.49,0.41,0.23,,0.000294,,5.35E+10,,143,501,7.315,0.019,,CS,CS,"6""- 150#RF","6""- 150#RF","2 X 6""-150#RF"," 8""-150#RF",Liso,0.023,Industira metalurgias Van Dam,N,,,1,1,,,CJM,,,,,,,,
PQV,AMC,OLEFINAS I,136-C,Atemperador de refrigerante de etileno de nivel intermedio,TUBO/CARCASA,Propileno,,-25.8,-25.8,38638,,12879,38638,25759,P,,2.453,0.02,0.02,,0.000176,Etileno,,40.6,-19.4,51744,51744,51744,,,S,,17.22,0.32,0.17,,0.000176,,14.872,,130,365,7.315,0.019,,SA 516-55,SA 214,"8""- 300#RF","8""- 300#RF","2 X 6""-150#RF","2 X 8""-150#RF",Liso,0.023,Kellogg,S,,,1,1,,,BHM,,,,,,,,
PQV,AMC,OLEFINAS I,137-C A,Condensador de refrigerante de etileno,TUBO/CARCASA,Propileno,,-41,-41,130692,,43564,130692,87128,P,,1.353,0.02,0.02,,0.000176,Etileno,,-19.4,-33.9,51744,51744,,,51744,T,,16.89,0.53,0.5,,0.000176,,5.22,,1368,1598,6.096,0.019,,CS,CS,"6""-150#RF","4""-150#RF","3 X 6""-150#RF","3 X 10""""-150#RF",Liso,0.023,Kellogg,S,,,1,2,,,BHM,,,,,,,,
PQV,AMC,OLEFINAS I,137-C B,Condensador de refrigerante de etileno,TUBO/CARCASA,Propileno,,-41,-41,130692,,43564,130692,87128,P,,1.353,0.02,0.02,,0.000176,Etileno,,-19.4,-33.9,51744,51744,,,51744,T,,16.89,0.53,0.5,,0.000176,,5.22,,1368,1598,6.096,0.019,,CS,CS,"6""-150#RF","4""-150#RF","3 X 6""-150#RF","3 X 10""""-150#RF",Liso,0.023,Kellogg,S,,,1,2,,,BHM,,,,,,,,
PQV,AMC,OLEFINAS I,147-C,Demethanizer feed chiller,TUBO/CARCASA,Etileno,,-62,-62,5.28E+09,,1.76E+09,5.28E+09,3.52E+09,P,,6.993,0.07,0.07,,0.000176,Alimentaci�n Demet,,-34.4,-58,3.13E+09,3.13E+09,1.69E+09,,1.45E+09,P,,35.52,0,0.17,,0.000352,,1.92E+08,,261,731,6.096,0.019,,S.S,SA-334 GR.3,"6""-300#RF","8""-300#RF","2 6""-150#RF","2 6""-150#RF",Liso,0.023,Kellogg,S,,,1,1,,,BHM,,,,,,,,
PQV,AMC,OLEFINAS I,129-C A,C3 SPLITTER REBOILER,TUBO/CARCASA,C3 SPLITTER FONDO,,66.1,68.2,847.371,,296.58,847.371,550.791,P,,20.733,0.02,0.02,,0.0002,Agua,,110.9,76,541.184,,,,,S,,5.99,0.7,0.89,,0.000352,,22.82,,1.432,1344,6.096,0.01905,,CS,CS,"8""-150#RF","8""-150#RF","10""-300#RF","12""-300#RF",Liso,0.02381,Kellogg,N,,,1,3,,,AHS,,,,,,,,
PQV,AMC,OLEFINAS I,129-C B,C3 SPLITTER REBOILER,TUBO/CARCASA,C3 SPLITTER FONDO,,66.1,68.2,847.371,,296.58,847.371,550.791,P,,20.733,0.02,0.02,,0.0002,Agua,,110.9,76,541.184,,,,,S,,5.99,0.7,0.89,,0.000352,,22.82,,1.432,1344,6.096,0.01905,,CS,CS,"8""-150#RF","8""-150#RF","10""-300#RF","12""-300#RF",Liso,0.02381,Kellogg,N,,,1,3,,,AHS,,,,,,,,
PQV,AMC,OLEFINAS I,129-C C,C3 SPLITTER REBOILER,TUBO/CARCASA,C3 SPLITTER FONDO,,66.1,68.2,847.371,,296.58,847.371,550.791,P,,20.733,0.02,0.02,,0.0002,Agua,,110.9,76,541.184,,,,,S,,5.99,0.7,0.89,,0.000352,,22.82,,1.432,1344,6.096,0.01905,,CS,CS,"8""-150#RF","8""-150#RF","10""-300#RF","12""-300#RF",Liso,0.02381,Kellogg,N,,,1,3,,,AHS,,,,,,,,
PQV,AMC,OLEFINAS I,107-C,Calentador de circulaci�n del depurador de pir�lisis,TUBO/CARCASA,Vapor,,138.3,138.3,15664,15664,,,15664,T,,3.433,0.14,0.03,,0.000088,Agua de Enfriamiento,,96.3,110.9,525000,,,525000,525000,S,,7.39,0.16,0.16,,0.00026,,9.357,,,355,2.4,0.019,,C STL,C STL,"12""-150#RF","12""-150#RF","10""-150#RF","3""-150#RF",Liso,0.0238,Kellogg,N,,,1,2,,,NEN,,,,,,,,
PQV,AMC,OLEFINAS I,206-C,Cooler de condensado de proceso,TUBO/CARCASA,Agua de enfriamiento,,33.3,40.3,236330,,,236330,26330,P,,5.503,0.62,0.57,,0.00029,Agua de proceso,,96.2,40.6,28639,,,28639,28639,P,,1.04,0.55,0.55,,0.00035,,19.241,,,326,6.1,0.01905,,SA-516-70,SA-179,"3""-150#RF","3""-150#RF","10""-150#RF","10""-150#RF",Liso,0.0254,Kellogg,N,,,1,3,,,AES,,,,,,,,
PQV,AMC,OLEFINAS II,E-102,BFW PREHEATER,TUBO/CARCASA,Agua de alimentacion a Caldera,,120,198.2,,,,37949,37949,S,,75,0.8,0.0536,,0.000086,Gas Crackeado,,361,230,,37490.7,37490.7,,,S,,1.8,0.0536,0.034,,0.00026,,3563098,,166,905,2.4,0.0254,1.066,SA537 CL 1,SA209 GR T1,,,,,,0.032,,N,,,1,6,1,1,BEM,2780,2440,,,,,4230,4460
PQV,AMC,OLEFINAS II,E-2802 A,Trim cooler,TUBO/CARCASA,Gas Crackeado,,57,37,,128540,121348.4,41635.5,48827.1,P,,1.64,0.08,,,0.00026,Agua de enfriamiento,,32,42,,,,618181,618181,S,,5.5,1,,,0.00034,,-7176000,,1045.6,2298,6.1,0.0254,2.24,SA537 CL 1,SA179,,,,,,0.032,,N,,,2,1,6,1,BXS,,,4181,4182,2008,1957,4177,4173
